0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
price: 9750,year make model: 2010 Ford Ranger XL,VIN: 1FTKR1AD8APA60672,condition: excellent,cylinders: 4 cylinders,drive: rwd,fuel: gas,odometer: 95000,paint color: white,size: mid-size,title status: lien,transmission: automatic,type: pickup,date time: 2022-12-07 22;28,city:fredericksburg,lat:38.110500,long:-76.782800
price: 7500,year make model: 2011 dodge durango Crew AWD,condition: good,cylinders: 6 cylinders,drive: 4wd,fuel: gas,odometer: 210000,paint color: red,size: full-size,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-07 21;45,city:fredericksburg,lat:38.268800,long:-77.547600,
price: 2000,year make model: 1997 honda accord lx,cylinders: 4 cylinders,fuel: gas,odometer: 156809,title status: clean,transmission: automatic,type: sedan,date time: 2022-12-07 16;38,city:fredericksburg,lat:38.263000,long:-77.598000,,,,,
price: 9800,year make model: 2011 bmw 550i,condition: excellent,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 102000,paint color: black,size: full-size,title status: clean,transmission: automatic,type: sedan,date time: 2022-12-07 14;51,city:fredericksburg,lat:38.268800,long:-77.547600,
price: 6000,year make model: 1963 austin healey sprite MkII,cylinders: 4 cylinders,fuel: gas,odometer: 1963,paint color: red,title status: clean,transmission: manual,type: convertible,date time: 2022-12-07 14;02,city:fredericksburg,lat:38.338200,long:-77.521900,,,,
price: 37500,year make model: 2015 Chevy SS,condition: like new,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 39000,paint color: black,size: full-size,title status: clean,transmission: automatic,type: sedan,date time: 2022-12-07 11;52,city:fredericksburg,lat:38.299500,long:-77.477200,
price: 50000,year make model: 2023 .,fuel: diesel,odometer: 500000,title status: clean,transmission: manual,date time: 2022-12-07 11;39,city:fredericksburg,lat:38.199605,long:-77.498760,,,,,,,
price: 7500,year make model: 2005 hummer h2,condition: fair,cylinders: 4 cylinders,drive: 4wd,fuel: gas,odometer: 189000,paint color: black,size: full-size,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-07 10;52,city:fredericksburg,lat:38.458600,long:-77.430600,
price: 2700,year make model: 2001 lincoln town car,condition: good,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 215000,paint color: grey,size: full-size,title status: clean,transmission: automatic,type: sedan,date time: 2022-12-06 19;39,city:fredericksburg,lat:38.439121,long:-77.997590,
price: 7350,year make model: 2009 2009 honda fit,condition: excellent,cylinders: 4 cylinders,drive: fwd,fuel: gas,odometer: 173000,paint color: black,size: compact,title status: clean,transmission: manual,type: hatchback,date time: 2022-12-06 11;16,city:fredericksburg,lat:38.242000,long:-77.473800,
price: 5500,year make model: 2004 ford f-150,condition: good,cylinders: 8 cylinders,drive: 4wd,fuel: gas,odometer: 254367,paint color: blue,title status: clean,transmission: automatic,type: pickup,date time: 2022-12-06 10;02,city:fredericksburg,lat:38.336500,long:-77.436600,,
price: 5890,year make model: 2010 subaru forester,VIN: JF2SH6BC3AH794637,condition: excellent,cylinders: 4 cylinders,drive: 4wd,fuel: gas,odometer: 87000,paint color: grey,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-06 09;06,city:fredericksburg,lat:38.461600,long:-77.395100,
price: 25000,year make model: 2001 chevrolet corvette v8 targa,condition: excellent,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 69788,paint color: red,size: mid-size,title status: clean,transmission: manual,type: hatchback,date time: 2022-12-06 01;49,city:fredericksburg,lat:38.666500,long:-77.424800,
price: 19500,year make model: 2018 subaru outback,VIN: 4S4BSAFC3J3310150,condition: excellent,cylinders: 4 cylinders,drive: 4wd,fuel: gas,odometer: 111576,paint color: blue,size: mid-size,title status: clean,transmission: automatic,type: wagon,date time: 2022-12-04 13;34,city:fredericksburg,lat:38.853700,long:-78.141200
price: 3200,year make model: 2000 jaguar s-type,condition: good,cylinders: 8 cylinders,fuel: gas,odometer: 87000,paint color: silver,title status: clean,transmission: manual,date time: 2022-12-04 10;35,city:fredericksburg,lat:38.458600,long:-77.430600,,,,
price: 9800,year make model: 2007 gmc savana 3500,fuel: gas,odometer: 82000,title status: clean,transmission: automatic,date time: 2022-12-04 06;45,city:fredericksburg,lat:38.625600,long:-77.906900,,,,,,,
price: 1500,year make model: 2005 dodge neon,condition: good,cylinders: 4 cylinders,drive: fwd,fuel: gas,odometer: 114000,title status: clean,transmission: manual,date time: 2022-12-03 15;13,city:fredericksburg,lat:38.299600,long:-77.489700,,,,
price: 70000,year make model: 2021 GMC 1500 Sierra Denali,condition: like new,fuel: diesel,odometer: 12044,paint color: black,title status: clean,transmission: automatic,type: pickup,date time: 2022-12-03 11;14,city:fredericksburg,lat:38.439121,long:-77.997590,,,,
price: 2500,year make model: 1996 Ford Mustang,condition: fair,cylinders: 6 cylinders,drive: rwd,fuel: gas,odometer: 99899,paint color: blue,size: compact,title status: clean,transmission: manual,type: coupe,date time: 2022-12-02 22;53,city:fredericksburg,lat:38.531000,long:-77.335800,
price: 7000,year make model: 2010 2010 Volvo S80 3.2,condition: good,cylinders: 6 cylinders,drive: fwd,fuel: gas,odometer: 103874,paint color: blue,title status: clean,transmission: automatic,type: sedan,date time: 2022-12-02 17;32,city:fredericksburg,lat:38.351686,long:-77.055359,,
price: 35000,year make model: 2005 Chevrolet  C5500,condition: excellent,cylinders: 8 cylinders,drive: rwd,fuel: diesel,odometer: 96879,paint color: white,size: full-size,title status: clean,transmission: manual,type: truck,date time: 2022-12-02 16;06,city:fredericksburg,lat:38.677034,long:-77.735095,
price: 6000,year make model: 2015 Nissan Rogue Select,VIN: JN8AS5MT7FW156532,condition: good,fuel: gas,odometer: 56090,title status: clean,transmission: automatic,date time: 2022-12-02 15;27,city:fredericksburg,lat:38.299500,long:-77.477200,,,,,
price: 11,year make model: 2003 Izuzu,condition: excellent,cylinders: 8 cylinders,drive: fwd,fuel: gas,odometer: 179000,paint color: white,size: full-size,title status: clean,transmission: automatic,type: truck,date time: 2022-12-02 00;44,city:fredericksburg,lat:38.458600,long:-77.430600,
price: 1900,year make model: 2002 Gmc,fuel: gas,odometer: 170432,title status: clean,transmission: automatic,date time: 2022-12-01 15;00,city:fredericksburg,lat:38.336500,long:-77.436600,,,,,,,
price: 11900,year make model: 2011 chevrolet silverado 1500,condition: good,cylinders: 8 cylinders,drive: 4wd,fuel: gas,odometer: 217000,paint color: blue,size: full-size,title status: clean,transmission: automatic,type: pickup,date time: 2022-12-01 12;29,city:fredericksburg,lat:38.300700,long:-77.713500,
price: 799,year make model: 2011 toyota prius,fuel: hybrid,odometer: 11000,title status: clean,transmission: automatic,date time: 2022-12-01 10;13,city:fredericksburg,lat:38.248100,long:-77.468100,,,,,,,
price: 1200,year make model: 2003 vw jetta,condition: good,cylinders: 6 cylinders,drive: fwd,fuel: gas,odometer: 250000,title status: clean,transmission: automatic,date time: 2022-12-01 08;53,city:fredericksburg,lat:38.439121,long:-77.997590,,,,
price: 18850,year make model: 2005 2005 Jeep Wrangler,condition: excellent,cylinders: 6 cylinders,drive: 4wd,fuel: gas,odometer: 108000,paint color: black,size: compact,title status: clean,transmission: manual,type: convertible,date time: 2022-11-30 22;21,city:fredericksburg,lat:38.035139,long:-77.722959,
price: 51500,year make model: 2021 ford f-150,VIN: 1FTFW1E82MKD97413,condition: excellent,cylinders: 6 cylinders,drive: 4wd,fuel: gas,odometer: 15051,paint color: silver,title status: lien,transmission: automatic,type: truck,date time: 2022-11-30 10;33,city:fredericksburg,lat:38.281100,long:-77.126000,
price: 12000,year make model: 2011 Toyota Corolla S,fuel: gas,odometer: 150000,title status: clean,transmission: automatic,date time: 2022-11-30 07;42,city:fredericksburg,lat:38.271000,long:-77.644700,,,,,,,
price: 3900,year make model: 2001 Ford Explorer,condition: good,cylinders: 6 cylinders,drive: 4wd,fuel: gas,odometer: 128000,paint color: blue,size: full-size,title status: clean,transmission: automatic,type: SUV,date time: 2022-11-29 17;48,city:fredericksburg,lat:38.299500,long:-77.477200,
price: 5500,year make model: 2003 chevrolet express 1500 cargo van,condition: good,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 168262,paint color: white,size: full-size,title status: clean,transmission: automatic,type: van,date time: 2022-11-29 08;38,city:fredericksburg,lat:38.335200,long:-77.770900,
price: 7000,year make model: 2000 ford ranger xlt,condition: like new,cylinders: 4 cylinders,drive: rwd,fuel: gas,odometer: 43000,paint color: white,size: mid-size,title status: clean,transmission: automatic,type: truck,date time: 2022-11-29 08;36,city:fredericksburg,lat:38.064100,long:-77.658600,
price: 11895,year make model: 2007 lexus ls 460 luxury sedan,fuel: gas,odometer: 190000,title status: clean,transmission: automatic,date time: 2022-11-28 16;48,city:fredericksburg,lat:38.299500,long:-77.477200,,,,,,,
price: 16000,year make model: 2008 jeep wrangler unlimited sahara,condition: good,cylinders: 6 cylinders,drive: 4wd,fuel: gas,odometer: 200000,paint color: silver,size: full-size,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-26 13;06,city:harrisonburg,lat:38.077400,long:-78.903500,
price: 4000,year make model: 2010 dodge charger,condition: good,cylinders: 6 cylinders,fuel: gas,odometer: 165000,paint color: black,size: full-size,title status: clean,transmission: automatic,type: sedan,date time: 2022-12-23 10;58,city:harrisonburg,lat:38.599300,long:-77.340300,,
price: 3500,year make model: 2012 kia sportage lx 2.4l,condition: fair,cylinders: 4 cylinders,drive: fwd,fuel: gas,odometer: 188305,paint color: blue,size: full-size,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-23 10;42,city:harrisonburg,lat:38.448900,long:-78.871400,
price: 3800,year make model: 2000 ford f150 super cab,condition: fair,cylinders: 8 cylinders,drive: 4wd,fuel: gas,odometer: 230000,paint color: white,title status: clean,transmission: automatic,type: truck,date time: 2022-12-22 15;19,city:harrisonburg,lat:38.322600,long:-78.788600,,
price: 4500,year make model: 2005 volkswagen beetle,VIN: 3VWCM31Y85M354583,condition: fair,cylinders: 4 cylinders,drive: fwd,fuel: gas,odometer: 145395,paint color: grey,size: compact,title status: clean,transmission: automatic,type: convertible,date time: 2022-12-21 17;35,city:harrisonburg,lat:38.433000,long:-78.866000
price: 1100,year make model: 2005 2005 mazda tribute,condition: fair,drive: 4wd,fuel: gas,odometer: 290000,paint color: grey,title status: clean,transmission: automatic,type: other,date time: 2022-12-21 13;51,city:harrisonburg,lat:38.385900,long:-78.993700,,,
price: 2950,year make model: 2005 Pontiac Vibe,condition: fair,cylinders: 4 cylinders,drive: 4wd,fuel: gas,odometer: 250000,paint color: red,size: compact,title status: clean,transmission: automatic,type: hatchback,date time: 2022-12-20 18;28,city:harrisonburg,lat:38.379412,long:-78.918142,
price: 15400,year make model: 2014 2014 chevy silverado 1500,condition: good,cylinders: 8 cylinders,drive: 4wd,fuel: gas,odometer: 182000,paint color: blue,size: full-size,title status: clean,transmission: automatic,type: pickup,date time: 2022-12-20 16;31,city:harrisonburg,lat:38.650800,long:-78.690300,
price: 9999,year make model: 1990 Cadillac DeVille,VIN: 1G6CD5336L4361589,condition: excellent,cylinders: 8 cylinders,drive: fwd,fuel: gas,odometer: 23194,size: full-size,title status: clean,transmission: automatic,type: sedan,date time: 2022-12-20 16;24,city:harrisonburg,lat:38.371200,long:-78.741100,
price: 37999,year make model: 2017 Toyota Tacoma,condition: like new,cylinders: 6 cylinders,drive: 4wd,fuel: gas,odometer: 30000,paint color: white,size: mid-size,title status: clean,transmission: automatic,type: pickup,date time: 2022-12-20 13;19,city:harrisonburg,lat:38.448900,long:-78.871400,
price: 3500,year make model: 2004 jeep grand cherokee limited,fuel: gas,odometer: 150051,title status: clean,transmission: automatic,date time: 2022-12-19 14;36,city:harrisonburg,lat:38.385900,long:-78.993700,,,,,,,
price: 5700,year make model: 2015 nissan altima,condition: good,cylinders: 4 cylinders,drive: fwd,fuel: gas,odometer: 153000,paint color: brown,size: full-size,title status: clean,transmission: automatic,type: sedan,date time: 2022-12-19 14;12,city:harrisonburg,lat:38.378328,long:-78.909988,
price: 2900,year make model: 2001 Ford F-150,condition: good,cylinders: 6 cylinders,drive: rwd,fuel: gas,odometer: 208000,paint color: white,size: full-size,title status: clean,transmission: manual,type: pickup,date time: 2022-12-19 07;54,city:harrisonburg,lat:38.654800,long:-78.459600,
price: 24500,year make model: 2013 ford f150 super cab xlt,VIN: 1FTFX1ET4DFD98640,condition: excellent,cylinders: 6 cylinders,drive: 4wd,fuel: gas,odometer: 105300,paint color: blue,size: full-size,title status: clean,transmission: automatic,type: pickup,date time: 2022-12-18 16;55,city:harrisonburg,lat:38.412756,long:-78.943518
price: 8900,year make model: 2006 Acura RL,condition: excellent,cylinders: 6 cylinders,fuel: gas,odometer: 144000,title status: clean,transmission: automatic,date time: 2022-12-18 11;42,city:harrisonburg,lat:38.448900,long:-78.871400,,,,,
price: 19900,year make model: 2012 2012,condition: like new,cylinders: 6 cylinders,drive: 4wd,fuel: gas,odometer: 101200,paint color: black,title status: clean,transmission: manual,type: SUV,date time: 2022-12-18 11;26,city:harrisonburg,lat:38.371200,long:-78.741100,,
price: 4000,year make model: 1969 1969 Lincoln Mark III,condition: good,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 99999,paint color: blue,size: full-size,title status: clean,transmission: automatic,type: sedan,date time: 2022-12-17 18;32,city:harrisonburg,lat:38.647600,long:-78.771700,
price: 700,year make model: 2006 pontiac vibe,condition: fair,cylinders: 4 cylinders,drive: fwd,fuel: gas,odometer: 200000,paint color: red,title status: clean,transmission: automatic,type: hatchback,date time: 2022-12-17 10;45,city:harrisonburg,lat:38.001800,long:-79.135900,,
price: 14995,year make model: 1968 Dodge D 100,VIN: 1161799846,condition: good,cylinders: 6 cylinders,drive: rwd,fuel: gas,odometer: 56417,paint color: white,size: full-size,title status: clean,transmission: manual,type: pickup,date time: 2022-12-17 03;49,city:harrisonburg,lat:36.517600,long:-81.526900
price: 1500,year make model: 1988 mercedes benz,condition: good,cylinders: 8 cylinders,fuel: gas,odometer: 250444,paint color: blue,size: full-size,title status: clean,transmission: automatic,type: sedan,date time: 2022-12-16 15;50,city:harrisonburg,lat:38.448900,long:-78.871400,,
price: 10000,year make model: 1984 toyota 4runner,condition: good,cylinders: 4 cylinders,drive: 4wd,fuel: gas,odometer: 282000,paint color: white,title status: clean,transmission: manual,type: SUV,date time: 2022-12-14 19;38,city:harrisonburg,lat:38.490500,long:-78.817900,,
price: 22500,year make model: 1979 1979 chev k10,condition: excellent,cylinders: 8 cylinders,drive: 4wd,fuel: gas,odometer: 50148,paint color: brown,size: full-size,title status: clean,transmission: automatic,type: pickup,date time: 2022-12-13 17;08,city:harrisonburg,lat:38.201042,long:-79.009831,
price: 2500,year make model: 2004 2004 Nissan Altima,condition: good,fuel: gas,odometer: 265517,paint color: white,title status: clean,transmission: automatic,date time: 2022-12-12 16;51,city:harrisonburg,lat:38.274400,long:-79.320100,,,,,
price: 3000,year make model: 2002 toyota tacoma double cab,condition: fair,drive: 4wd,fuel: gas,odometer: 300000,paint color: grey,title status: clean,transmission: automatic,type: truck,date time: 2022-12-12 16;41,city:harrisonburg,lat:38.420500,long:-78.954700,,,
price: 2500,year make model: 1989 porsche 944 2dr,condition: fair,cylinders: 8 cylinders,fuel: gas,odometer: 140000,paint color: grey,title status: clean,transmission: manual,date time: 2022-12-12 11;23,city:harrisonburg,lat:38.248400,long:-78.825500,,,,
price: 16500,year make model: 2008 jeep wrangler unlimited sahara,condition: good,cylinders: 6 cylinders,drive: 4wd,fuel: gas,odometer: 200000,paint color: silver,size: full-size,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-11 16;36,city:harrisonburg,lat:38.077400,long:-78.903500,
price: 5500,year make model: 2005 jeep grand cherokee,condition: good,cylinders: 8 cylinders,drive: 4wd,fuel: gas,odometer: 152000,paint color: black,size: mid-size,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-11 15;59,city:harrisonburg,lat:38.077400,long:-78.903500,
price: 7500,year make model: 2009 honda pilot,condition: good,cylinders: 6 cylinders,drive: 4wd,fuel: gas,odometer: 196000,paint color: grey,size: full-size,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-11 07;15,city:harrisonburg,lat:38.005467,long:-79.070578,
price: 950,year make model: 1987 ford f-150,condition: fair,fuel: gas,odometer: 57890,paint color: grey,size: full-size,title status: clean,transmission: automatic,type: truck,date time: 2022-12-10 07;37,city:harrisonburg,lat:38.641398,long:-78.776608,,,
price: 400,year make model: 1971 sportsmar,condition: good,fuel: other,odometer: 100,title status: clean,transmission: other,date time: 2022-12-09 19;21,city:harrisonburg,lat:38.402500,long:-78.632100,,,,,,
price: 1500,year make model: 2004 2004 cadillac deville,condition: fair,cylinders: 8 cylinders,drive: fwd,fuel: gas,odometer: 213000,paint color: custom,size: full-size,title status: clean,transmission: automatic,type: sedan,date time: 2022-12-07 19;59,city:harrisonburg,lat:38.157400,long:-79.065100,
price: 3999,year make model: 2013 honda civic,condition: excellent,cylinders: 4 cylinders,fuel: gas,odometer: 200000,paint color: silver,size: mid-size,title status: clean,transmission: automatic,type: sedan,date time: 2022-12-07 17;58,city:harrisonburg,lat:38.077400,long:-78.903500,,
price: 18500,year make model: 2008 jeep wrangler unlimited sahara,condition: good,cylinders: 6 cylinders,drive: 4wd,fuel: gas,odometer: 200000,paint color: silver,size: full-size,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-07 17;53,city:harrisonburg,lat:38.077400,long:-78.903500,
price: 1800,year make model: 1998 volvo s70,condition: good,cylinders: 4 cylinders,drive: fwd,fuel: gas,odometer: 140228,paint color: green,size: full-size,title status: clean,transmission: automatic,type: sedan,date time: 2022-12-07 16;38,city:harrisonburg,lat:38.157400,long:-79.065100,
price: 3850,year make model: 2005 mini cooper,condition: good,cylinders: 4 cylinders,drive: fwd,fuel: gas,odometer: 143000,paint color: green,title status: clean,transmission: automatic,date time: 2022-12-06 20;17,city:harrisonburg,lat:38.762100,long:-78.633800,,,
price: 7000,year make model: 2007 jeep liberty 4x4,condition: excellent,cylinders: 6 cylinders,drive: 4wd,fuel: gas,odometer: 127000,paint color: blue,size: mid-size,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-06 18;50,city:harrisonburg,lat:38.819000,long:-78.726000,
price: 34500,year make model: 2017 2017 toyota tacoma,condition: excellent,cylinders: 6 cylinders,drive: 4wd,fuel: gas,odometer: 60000,title status: clean,transmission: automatic,type: pickup,date time: 2022-12-06 18;48,city:harrisonburg,lat:38.557400,long:-78.922700,,,
price: 4500,year make model: 1988 toyota pickup,condition: good,cylinders: 4 cylinders,drive: 4wd,fuel: gas,odometer: 200000,paint color: black,title status: clean,transmission: manual,date time: 2022-12-05 09;10,city:harrisonburg,lat:38.332800,long:-79.102800,,,
price: 24000,year make model: 2007 2007 dodge ram 2500,condition: good,cylinders: 6 cylinders,drive: 4wd,fuel: diesel,odometer: 190000,paint color: white,size: full-size,title status: clean,transmission: automatic,type: pickup,date time: 2022-12-05 06;03,city:harrisonburg,lat:38.248400,long:-78.825500,
price: 1200,year make model: 2001 honda accord lx,cylinders: 4 cylinders,drive: fwd,fuel: gas,odometer: 264607,paint color: silver,title status: clean,transmission: automatic,type: sedan,date time: 2022-12-04 11;57,city:harrisonburg,lat:38.386479,long:-78.706570,,,
price: 2750,year make model: 2000 toyota camry,VIN: 4T1BF22K3YU936776,condition: good,cylinders: 6 cylinders,drive: fwd,fuel: gas,odometer: 256000,paint color: red,size: mid-size,title status: clean,transmission: automatic,type: sedan,date time: 2022-12-03 19;24,city:harrisonburg,lat:38.662666,long:-78.442577
price: 13500,year make model: 2013 Ram 1500 Big horn,condition: good,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 190743,paint color: black,size: full-size,title status: clean,transmission: automatic,type: pickup,date time: 2022-12-03 16;19,city:harrisonburg,lat:38.077400,long:-78.903500,
price: 16900,year make model: 2021 chevy malibu,condition: excellent,cylinders: 4 cylinders,drive: fwd,fuel: gas,odometer: 32200,paint color: silver,size: full-size,title status: rebuilt,transmission: automatic,type: sedan,date time: 2022-12-02 13;13,city:harrisonburg,lat:38.448900,long:-78.871400,
price: 6900,year make model: 2002 dodge ram,condition: good,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 220000,paint color: white,size: full-size,title status: clean,transmission: automatic,type: truck,date time: 2022-12-01 18;26,city:harrisonburg,lat:38.014400,long:-79.029800,
price: 1000,year make model: 2000 ML55 AMG,VIN: 4JGAB74E0YA206286,condition: fair,cylinders: 8 cylinders,drive: 4wd,fuel: gas,odometer: 200000,paint color: silver,size: mid-size,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-01 13;15,city:harrisonburg,lat:38.608300,long:-78.787500
price: 8500,year make model: 2003 ford f250 super duty,cylinders: 8 cylinders,drive: 4wd,fuel: gas,odometer: 72500,paint color: white,size: full-size,title status: clean,transmission: automatic,type: truck,date time: 2022-12-01 10;14,city:harrisonburg,lat:38.729200,long:-78.684700,,
price: 9900,year make model: 2007 Chevy silverado,cylinders: 8 cylinders,drive: 4wd,fuel: gas,odometer: 204000,title status: clean,transmission: automatic,date time: 2022-11-29 19;19,city:harrisonburg,lat:38.444676,long:-78.869476,,,,,
price: 37000,year make model: 2019 jeep grand cherokee,fuel: gas,odometer: 49000,title status: clean,transmission: automatic,date time: 2022-11-28 13;10,city:harrisonburg,lat:39.359360,long:-77.342892,,,,,,,
price: 2000,year make model: 1997 ford,fuel: gas,odometer: 141000,title status: clean,transmission: automatic,date time: 2022-12-27 16;56,city:lynchburg,lat:37.353000,long:-78.822400,,,,,,,
price: 2500,year make model: 2005 toyota sienna xle limited,condition: salvage,cylinders: 6 cylinders,drive: fwd,fuel: gas,odometer: 183000,paint color: blue,title status: clean,transmission: automatic,type: mini-van,date time: 2022-12-27 15;31,city:lynchburg,lat:37.576978,long:-79.259763,,
price: 3500,year make model: 2004 toyota sienna,condition: good,cylinders: 6 cylinders,drive: fwd,fuel: gas,odometer: 242000,paint color: yellow,size: full-size,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-27 14;23,city:lynchburg,lat:37.547300,long:-78.850800,
price: 15650,year make model: 2008 Chev Silverado,condition: excellent,cylinders: 8 cylinders,drive: 4wd,fuel: gas,odometer: 140000,paint color: red,size: full-size,title status: clean,transmission: automatic,type: truck,date time: 2022-12-25 11;45,city:lynchburg,lat:37.138600,long:-79.104800,
price: 2400,year make model: 1995 ford e350 van,condition: good,fuel: gas,odometer: 264000,paint color: white,size: mid-size,title status: clean,transmission: automatic,type: van,date time: 2022-12-22 03;28,city:lynchburg,lat:37.335497,long:-79.523335,,,
price: 36300,year make model: 2017 Ford Mustang GT Premium Fastback,VIN: 1FA6P8CF6H5329861,condition: like new,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 3998,paint color: red,title status: clean,transmission: manual,type: coupe,date time: 2022-12-21 18;39,city:lynchburg,lat:37.375500,long:-79.403900,
price: 10000,year make model: 2006 gmc sierra 1500,condition: excellent,cylinders: 8 cylinders,drive: 4wd,fuel: gas,odometer: 168000,paint color: custom,size: full-size,title status: clean,transmission: automatic,type: pickup,date time: 2022-12-21 14;56,city:lynchburg,lat:37.337900,long:-79.279100,
price: 4500,year make model: 2007 jeep commander limited,fuel: gas,odometer: 222000,title status: clean,transmission: automatic,date time: 2022-12-20 15;48,city:lynchburg,lat:37.353000,long:-78.822400,,,,,,,
price: 7900,year make model: 2007 honda ridgeline,condition: excellent,cylinders: 6 cylinders,drive: 4wd,fuel: gas,odometer: 214000,paint color: green,size: mid-size,title status: clean,transmission: automatic,type: truck,date time: 2022-12-19 19;20,city:lynchburg,lat:37.788500,long:-79.458100,
price: 35000,year make model: 2019 jeep wrangler,condition: excellent,cylinders: 4 cylinders,drive: 4wd,fuel: gas,odometer: 47200,paint color: white,title status: clean,transmission: automatic,date time: 2022-12-19 13;59,city:lynchburg,lat:37.105100,long:-79.546100,,,
price: 2500,year make model: 2000 Dodge Durango,condition: good,cylinders: 8 cylinders,drive: 4wd,fuel: gas,odometer: 273000,paint color: silver,size: full-size,title status: clean,transmission: manual,type: SUV,date time: 2022-12-18 22;52,city:lynchburg,lat:36.976600,long:-78.896300,
price: 9000,year make model: 1988 ford mustang,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 1234567,paint color: grey,title status: clean,transmission: manual,type: coupe,date time: 2022-12-18 15;24,city:lynchburg,lat:37.210900,long:-79.121800,,,
price: 12000,year make model: 1998 gmc sierra,condition: excellent,cylinders: 8 cylinders,drive: 4wd,fuel: diesel,odometer: 106000,paint color: white,size: full-size,title status: clean,transmission: automatic,type: pickup,date time: 2022-12-18 14;37,city:lynchburg,lat:37.792400,long:-78.868400,
price: 11500,year make model: 2003 ford f250 super duty,condition: good,fuel: gas,odometer: 192000,title status: clean,transmission: automatic,date time: 2022-12-18 12;33,city:lynchburg,lat:36.971600,long:-79.479400,,,,,,
price: 2500,year make model: 2005 volvo s60,fuel: gas,odometer: 275000,title status: clean,transmission: automatic,date time: 2022-12-17 18;45,city:lynchburg,lat:37.353000,long:-78.822400,,,,,,,
price: 6300,year make model: 2011 vw jetta wagon,VIN: 3VWPX7AJXBM614657,condition: good,cylinders: 4 cylinders,drive: fwd,fuel: gas,odometer: 135200,title status: clean,transmission: automatic,date time: 2022-12-17 14;26,city:lynchburg,lat:37.361000,long:-79.054400,,,
price: 5000,year make model: 2008 Volvo S80,condition: good,fuel: gas,odometer: 150000,paint color: brown,title status: salvage,transmission: automatic,type: sedan,date time: 2022-12-17 12;03,city:lynchburg,lat:37.382106,long:-79.217949,,,,
price: 11000,year make model: 1971 pontiac lemans sport,condition: good,cylinders: other,drive: rwd,fuel: other,odometer: 10000,paint color: red,size: full-size,title status: missing,transmission: automatic,type: coupe,date time: 2022-12-16 18;25,city:lynchburg,lat:37.382500,long:-79.218100,
price: 3500,year make model: 2003 2003 Ford Ranger supercab XLT,condition: good,cylinders: 6 cylinders,drive: fwd,fuel: gas,odometer: 222916,paint color: black,size: mid-size,title status: clean,transmission: automatic,type: truck,date time: 2022-12-15 13;47,city:lynchburg,lat:37.453100,long:-79.114100,
price: 25000,year make model: 1940 1940 Ford,condition: excellent,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 100000,paint color: black,size: full-size,title status: clean,transmission: manual,type: sedan,date time: 2022-12-15 12;42,city:lynchburg,lat:37.144200,long:-79.491000,
price: 2500,year make model: 1997 ford f-150,condition: good,cylinders: 8 cylinders,drive: 4wd,fuel: gas,odometer: 178000,paint color: red,size: full-size,title status: clean,transmission: automatic,type: truck,date time: 2022-12-15 11;20,city:lynchburg,lat:37.327549,long:-79.287996,
price: 42000,year make model: 2019 2019 RAM BIGHORN,condition: like new,cylinders: 8 cylinders,drive: 4wd,fuel: gas,odometer: 47000,paint color: silver,size: full-size,title status: lien,transmission: automatic,type: truck,date time: 2022-12-15 06;15,city:lynchburg,lat:37.375500,long:-79.403900,
price: 15000,year make model: 2011 2011 ford f250,condition: good,cylinders: 8 cylinders,drive: 4wd,fuel: gas,odometer: 235000,paint color: black,title status: clean,transmission: automatic,type: truck,date time: 2022-12-14 20;19,city:lynchburg,lat:36.969500,long:-79.338900,,
price: 10000,year make model: 2011 Toyota Prius II,condition: excellent,cylinders: 4 cylinders,drive: fwd,fuel: hybrid,odometer: 130000,paint color: silver,size: compact,title status: clean,transmission: automatic,type: hatchback,date time: 2022-12-12 12;09,city:lynchburg,lat:37.602700,long:-79.050600,
price: 22500,year make model: 2016 toyota tacoma,condition: excellent,cylinders: 4 cylinders,drive: rwd,fuel: gas,odometer: 54000,paint color: white,title status: lien,transmission: automatic,type: truck,date time: 2022-12-10 17;39,city:lynchburg,lat:37.679340,long:-79.025002,,
