0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
price: 3700,year make model: 2004 mitsubishi eclipse,condition: good,cylinders: 6 cylinders,drive: fwd,fuel: gas,odometer: 217899,paint color: silver,size: compact,title status: clean,transmission: manual,type: coupe,date time: 2022-12-11 06;18,city:richmond,lat:37.270000,long:-77.403800,
price: 65,year make model: 1967 chevrolet chevelle malibu,condition: new,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 1000,paint color: red,size: full-size,title status: clean,transmission: automatic,type: coupe,date time: 2022-12-11 03;01,city:richmond,lat:37.286766,long:-77.484268,
price: 50000,year make model: 2012 volvo vnl 670,condition: excellent,fuel: diesel,odometer: 662598,paint color: white,title status: clean,transmission: manual,type: truck,date time: 2022-12-10 20;55,city:richmond,lat:37.574800,long:-77.426700,,,,
price: 6900,year make model: 2010 gmc acadia,condition: excellent,cylinders: 6 cylinders,drive: 4wd,fuel: gas,odometer: 88000,paint color: red,title status: clean,transmission: automatic,date time: 2022-12-10 20;26,city:richmond,lat:35.324700,long:-80.659400,,,
price: 3400,year make model: 2006 chevy impala lt,fuel: gas,odometer: 164000,title status: clean,transmission: automatic,date time: 2022-12-10 18;04,city:richmond,lat:37.463800,long:-77.398000,,,,,,,
price: 15750,year make model: 2014 ford f-150,condition: good,cylinders: 6 cylinders,drive: 4wd,fuel: gas,odometer: 203000,paint color: white,title status: clean,transmission: automatic,type: truck,date time: 2022-12-10 16;12,city:richmond,lat:37.403640,long:-77.682481,,
price: 5900,year make model: 2005 honda cr-v,condition: excellent,cylinders: 4 cylinders,drive: 4wd,fuel: gas,odometer: 185000,paint color: black,size: mid-size,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-10 15;50,city:richmond,lat:37.662800,long:-77.534000,
price: 3500,year make model: 2000 honda cr-v,condition: good,cylinders: 6 cylinders,drive: 4wd,fuel: gas,odometer: 214000,paint color: white,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-10 15;45,city:richmond,lat:37.728400,long:-77.554400,,
price: 2750,year make model: 2004 ford expedition Eddie Bauer,condition: like new,fuel: gas,odometer: 204000,paint color: red,title status: clean,transmission: automatic,date time: 2022-12-10 14;02,city:richmond,lat:37.458000,long:-77.470000,,,,,
price: 6900,year make model: 1992 ford mustang,fuel: gas,odometer: 110000,title status: clean,transmission: manual,date time: 2022-12-10 12;20,city:richmond,lat:37.520000,long:-77.436900,,,,,,,
price: 6000,year make model: 2002 mazda b3000 dual sport,condition: excellent,cylinders: 6 cylinders,drive: rwd,fuel: gas,odometer: 150000,paint color: red,size: mid-size,title status: clean,transmission: automatic,type: truck,date time: 2022-12-10 10;59,city:richmond,lat:37.531446,long:-77.502107,
price: 5500,year make model: 1988 cadillac eldorado,condition: good,fuel: gas,odometer: 83000,paint color: custom,size: compact,title status: clean,transmission: automatic,date time: 2022-12-10 10;59,city:richmond,lat:37.437300,long:-77.478800,,,,
price: 4200,year make model: 1998 Lincoln,condition: like new,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 129000,size: full-size,title status: clean,transmission: automatic,type: sedan,date time: 2022-12-10 10;33,city:richmond,lat:37.604300,long:-77.565800,,
price: 15000,year make model: 2012 toyota prius,condition: good,cylinders: 4 cylinders,drive: fwd,fuel: hybrid,odometer: 114300,paint color: red,title status: lien,transmission: automatic,date time: 2022-12-10 09;56,city:richmond,lat:37.582500,long:-77.519700,,,
price: 5500,year make model: 2007 toyota sequoia sr5,condition: good,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 205000,title status: salvage,transmission: automatic,type: SUV,date time: 2022-12-10 09;55,city:richmond,lat:37.463800,long:-77.398000,,,
price: 6950,year make model: 2008 Honda CRV Ex 4WD,VIN: 5J6RE48548L001849,condition: excellent,cylinders: 4 cylinders,drive: 4wd,fuel: gas,odometer: 197000,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-10 09;14,city:richmond,lat:37.645984,long:-77.604301,,
price: 28500,year make model: 2018 Honda CR-V EX,condition: like new,cylinders: 4 cylinders,drive: 4wd,fuel: gas,odometer: 70000,paint color: grey,size: full-size,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-10 00;47,city:richmond,lat:37.647100,long:-77.558700,
price: 2500,year make model: 2006 acura mdx,cylinders: 6 cylinders,drive: 4wd,fuel: gas,odometer: 247000,paint color: green,title status: salvage,transmission: automatic,type: SUV,date time: 2022-12-09 23;23,city:richmond,lat:37.401100,long:-77.461500,,,
price: 15500,year make model: 1967 oldsmobile cutlass,fuel: gas,odometer: 99999,title status: clean,transmission: automatic,date time: 2022-12-09 19;42,city:richmond,lat:37.628100,long:-77.339500,,,,,,,
price: 20000,year make model: 2010 toyota tundra 4x4,condition: excellent,drive: 4wd,fuel: gas,odometer: 160000,paint color: grey,title status: clean,transmission: automatic,date time: 2022-12-09 18;18,city:richmond,lat:37.631000,long:-77.546000,,,,
price: 8400,year make model: 2007 lexus es350,condition: good,cylinders: 6 cylinders,drive: fwd,fuel: gas,odometer: 170000,paint color: silver,size: mid-size,title status: clean,transmission: automatic,type: sedan,date time: 2022-12-09 16;34,city:richmond,lat:37.510900,long:-77.642900,
price: 6500,year make model: 2004 ford f150,condition: good,cylinders: 8 cylinders,drive: 4wd,fuel: gas,odometer: 182000,paint color: blue,title status: clean,transmission: automatic,type: truck,date time: 2022-12-09 16;27,city:richmond,lat:37.392300,long:-77.566800,,
price: 26900,year make model: 2007 isuzu npr,fuel: diesel,odometer: 206000,title status: clean,transmission: automatic,date time: 2022-12-09 15;33,city:richmond,lat:37.515800,long:-77.504700,,,,,,,
price: 17500,year make model: 2003 mercedes benz sl500,condition: good,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 56750,paint color: white,size: compact,title status: clean,transmission: automatic,type: convertible,date time: 2022-12-09 14;57,city:richmond,lat:37.515800,long:-77.504700,
price: 2500,year make model: 2005 nissan frontier king cab,condition: fair,cylinders: 6 cylinders,drive: rwd,fuel: gas,odometer: 166000,title status: clean,transmission: automatic,type: truck,date time: 2022-12-09 14;24,city:richmond,lat:37.463800,long:-77.398000,,,
price: 3400,year make model: 2004 toyota sequoia,condition: fair,cylinders: 8 cylinders,drive: 4wd,fuel: gas,odometer: 310000,paint color: silver,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-09 13;56,city:richmond,lat:37.714720,long:-77.446918,,
price: 6800,year make model: 2008 honda ridgeline rtl-t pickup 4d,condition: good,cylinders: 6 cylinders,drive: 4wd,fuel: gas,odometer: 167000,paint color: custom,size: full-size,title status: clean,transmission: automatic,type: pickup,date time: 2022-12-09 11;00,city:richmond,lat:37.458000,long:-77.470000,
price: 5000,year make model: 2009 nissan versa s,condition: good,cylinders: 4 cylinders,drive: fwd,fuel: gas,odometer: 173252,paint color: black,title status: clean,transmission: manual,date time: 2022-12-09 10;51,city:richmond,lat:37.495500,long:-77.471000,,,
price: 2500,year make model: 2002 saab 9-5,condition: excellent,fuel: gas,odometer: 137000,title status: clean,transmission: automatic,date time: 2022-12-09 09;39,city:richmond,lat:37.195000,long:-77.664600,,,,,,
price: 9850,year make model: 2011 ford fusion sel,condition: excellent,cylinders: 4 cylinders,drive: fwd,fuel: gas,odometer: 143217,paint color: black,title status: clean,transmission: automatic,type: sedan,date time: 2022-12-09 08;47,city:richmond,lat:37.534913,long:-76.799240,,
price: 9000,year make model: 2004 Jeep Wrangler,condition: excellent,cylinders: 4 cylinders,drive: 4wd,fuel: gas,odometer: 210000,paint color: green,size: mid-size,title status: clean,transmission: manual,type: SUV,date time: 2022-12-09 07;54,city:richmond,lat:36.703214,long:-77.547855,
price: 3450,year make model: 2005 pontiac grand prix,VIN: 2G2WP522151204498,condition: excellent,cylinders: 6 cylinders,drive: fwd,fuel: gas,odometer: 135966,paint color: brown,size: mid-size,title status: clean,transmission: automatic,type: sedan,date time: 2022-12-08 23;01,city:richmond,lat:37.287600,long:-77.295000
price: 4500,year make model: 1996 Ford F250,VIN: 1FTHX26H3TEB16775,condition: fair,cylinders: 8 cylinders,fuel: gas,odometer: 183011,paint color: blue,title status: clean,transmission: automatic,date time: 2022-12-08 19;47,city:richmond,lat:37.437300,long:-77.478800,,,
price: 55000,year make model: 2020 range rover velar s,fuel: gas,odometer: 29500,title status: clean,transmission: automatic,date time: 2022-12-08 18;50,city:richmond,lat:37.342900,long:-77.415600,,,,,,,
price: 4500,year make model: 1997 BMW Z3,fuel: gas,odometer: 116000,title status: clean,transmission: manual,date time: 2022-12-08 18;39,city:richmond,lat:39.485200,long:-77.895400,,,,,,,
price: 7800,year make model: 2004 2004 Cadillac Escalade,condition: excellent,cylinders: 8 cylinders,drive: 4wd,fuel: gas,odometer: 123500,paint color: silver,size: full-size,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-08 17;24,city:richmond,lat:37.662800,long:-77.534000,
price: 500,year make model: 1997 chevrolet blazer,cylinders: 6 cylinders,drive: 4wd,fuel: gas,odometer: 220000,title status: clean,transmission: automatic,date time: 2022-12-08 16;14,city:richmond,lat:37.369633,long:-77.907553,,,,,
price: 54000,year make model: 2016 ford f350 diesel powerstroke xlt,condition: excellent,cylinders: 8 cylinders,drive: 4wd,fuel: diesel,odometer: 68000,paint color: grey,size: full-size,title status: clean,transmission: automatic,type: pickup,date time: 2022-12-08 14;14,city:richmond,lat:37.513300,long:-77.564600,
price: 12000,year make model: 2008 BMW 535 xi,VIN: WBAPT73518CX00672,condition: good,cylinders: 6 cylinders,drive: 4wd,fuel: gas,odometer: 104000,paint color: black,size: full-size,title status: clean,transmission: automatic,type: wagon,date time: 2022-12-08 12;58,city:richmond,lat:31.989000,long:-81.097900
price: 2000,year make model: 2004 2004 gmc envoy,condition: good,cylinders: 6 cylinders,drive: 4wd,fuel: gas,odometer: 154000,paint color: red,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-08 10;13,city:richmond,lat:37.574300,long:-77.658800,,
price: 8000,year make model: 2016 Nissan Versa,condition: good,cylinders: 4 cylinders,drive: fwd,fuel: gas,odometer: 121250,paint color: grey,size: compact,title status: clean,transmission: manual,type: sedan,date time: 2022-12-08 09;36,city:richmond,lat:37.431000,long:-77.654500,
price: 6800,year make model: 2006 ford f-150,condition: good,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 181000,paint color: white,size: full-size,title status: clean,transmission: automatic,type: truck,date time: 2022-12-07 20;49,city:richmond,lat:37.434400,long:-77.637600,
price: 8500,year make model: 1994 Pontiac Trans AM,VIN: 2G2FV22P2R2244282,condition: excellent,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 96582,paint color: red,size: compact,title status: clean,transmission: automatic,type: coupe,date time: 2022-12-07 19;54,city:richmond,lat:37.542100,long:-77.918900
price: 22500,year make model: 2012 2012 Mercedes e350,condition: like new,fuel: gas,odometer: 29000,paint color: black,title status: clean,transmission: automatic,date time: 2022-12-07 19;04,city:richmond,lat:37.333300,long:-77.634300,,,,,
price: 11000,year make model: 2014 volkswagen passat,condition: excellent,fuel: gas,odometer: 43500,paint color: white,title status: clean,transmission: automatic,date time: 2022-12-07 18;28,city:richmond,lat:37.256783,long:-77.359242,,,,,
price: 22000,year make model: 2013 ford f-150,condition: excellent,cylinders: 6 cylinders,drive: 4wd,fuel: gas,odometer: 155000,paint color: white,title status: clean,transmission: automatic,type: truck,date time: 2022-12-07 17;52,city:richmond,lat:37.406100,long:-77.651000,,
price: 4900,year make model: 1997 ford aerostar,condition: good,cylinders: 6 cylinders,drive: rwd,fuel: gas,odometer: 39100,paint color: white,size: compact,title status: clean,transmission: automatic,type: mini-van,date time: 2022-12-07 16;46,city:richmond,lat:37.529400,long:-77.496000,
price: 8850,year make model: 2011 mazda3,condition: like new,cylinders: 4 cylinders,drive: fwd,fuel: gas,odometer: 71967,paint color: red,size: mid-size,title status: clean,transmission: manual,type: hatchback,date time: 2022-12-07 16;08,city:richmond,lat:37.287600,long:-77.295000,
price: 17500,year make model: 2013 mercedes benz s550,VIN: WDDNG9EB6DA529152,condition: excellent,cylinders: 8 cylinders,drive: 4wd,fuel: gas,odometer: 109488,paint color: black,size: full-size,title status: lien,transmission: automatic,date time: 2022-12-07 15;28,city:richmond,lat:37.437300,long:-77.478800,
price: 24600,year make model: 2014 chevrolet silverado 1500,condition: good,cylinders: 8 cylinders,drive: 4wd,fuel: gas,odometer: 121230,paint color: black,size: full-size,title status: clean,transmission: automatic,type: truck,date time: 2022-12-07 14;53,city:richmond,lat:37.463800,long:-77.398000,
price: 5500,year make model: 2006 subaru forester,VIN: JF1SG63696H756577,condition: good,cylinders: 4 cylinders,drive: 4wd,fuel: gas,odometer: 146000,paint color: blue,size: compact,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-07 14;39,city:richmond,lat:37.509547,long:-77.163334
price: 8500,year make model: 1988 chevrolet silverado,VIN: 1GCDC14Z8JZ163970,condition: good,cylinders: 8 cylinders,drive: fwd,fuel: gas,odometer: 201554,paint color: red,size: full-size,title status: clean,transmission: automatic,type: pickup,date time: 2022-12-07 14;38,city:richmond,lat:37.509547,long:-77.157497
price: 4000,year make model: 2004 lincoln navigator,VIN: 5LMFU27R94LJ26207,condition: good,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 182000,size: full-size,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-07 14;35,city:richmond,lat:37.519499,long:-77.161961,
price: 3000,year make model: 2011 hyundai sonata,VIN: 5NPEB4AC1BH022546,condition: fair,cylinders: 4 cylinders,drive: fwd,fuel: gas,odometer: 242307,paint color: white,size: full-size,title status: clean,transmission: automatic,type: sedan,date time: 2022-12-07 13;17,city:richmond,lat:37.764300,long:-77.133400
price: 4000,year make model: 2004 ford escape,cylinders: 6 cylinders,fuel: gas,odometer: 148000,title status: clean,transmission: automatic,date time: 2022-12-07 13;04,city:richmond,lat:37.392300,long:-77.566800,,,,,,
price: 38000,year make model: 1937 1937 chevy,condition: like new,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 2000,paint color: red,size: full-size,title status: clean,transmission: automatic,type: coupe,date time: 2022-12-07 10;00,city:richmond,lat:37.303700,long:-77.290800,
price: 8000,year make model: 2013 Nissan Altima 3.5 SV,condition: good,drive: fwd,fuel: gas,odometer: 137955,paint color: red,title status: clean,transmission: automatic,type: sedan,date time: 2022-12-07 08;47,city:richmond,lat:37.728400,long:-77.554400,,,
price: 11500,year make model: 2013 toyota tacoma,VIN: 5TFNX4CN6DX026762,condition: good,cylinders: 4 cylinders,drive: rwd,fuel: gas,odometer: 127000,paint color: white,size: mid-size,title status: clean,transmission: automatic,type: truck,date time: 2022-12-07 08;41,city:richmond,lat:37.662800,long:-77.534000
price: 1400,year make model: 2001 honda civic lx,VIN: 1HGEJ6579XL047114,condition: fair,cylinders: 4 cylinders,drive: fwd,fuel: gas,odometer: 200000,paint color: green,size: compact,title status: clean,transmission: manual,type: sedan,date time: 2022-12-07 01;07,city:richmond,lat:37.148300,long:-77.273200
price: 25996,year make model: 2003 ford mustang cobra,VIN: 1FAFP49Y13F4XXXXX,condition: excellent,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 56480,paint color: yellow,title status: clean,transmission: manual,type: convertible,date time: 2022-12-06 23;08,city:richmond,lat:37.513300,long:-77.564600,
price: 8500,year make model: 2001 dodge ram 2500 4x4,condition: fair,cylinders: 8 cylinders,drive: 4wd,fuel: gas,odometer: 218000,paint color: white,title status: clean,transmission: automatic,date time: 2022-12-06 20;18,city:richmond,lat:37.377228,long:-77.400818,,,
price: 7000,year make model: 1997 Ford F250,condition: good,fuel: gas,odometer: 123000,title status: clean,transmission: automatic,date time: 2022-12-06 12;53,city:richmond,lat:37.547700,long:-77.394800,,,,,,
price: 4500,year make model: 2001 oldsmobile intrigue,condition: excellent,cylinders: 6 cylinders,drive: fwd,fuel: gas,odometer: 61000,size: mid-size,title status: clean,transmission: automatic,type: sedan,date time: 2022-12-06 11;05,city:richmond,lat:37.631000,long:-77.546000,,
price: 6500,year make model: 1995 chevy 3500 box truck,condition: good,cylinders: 8 cylinders,drive: fwd,fuel: gas,odometer: 100500,paint color: white,size: full-size,title status: clean,transmission: automatic,type: truck,date time: 2022-12-06 10;49,city:richmond,lat:37.662800,long:-77.534000,
price: 11000,year make model: 2009 2009 lexus rx350,VIN: 2T2HK31U79C130906,condition: excellent,fuel: gas,odometer: 150000,title status: clean,transmission: automatic,date time: 2022-12-06 00;33,city:richmond,lat:37.392300,long:-77.566800,,,,,
price: 4000,year make model: 2004 chevrolet suburban,fuel: gas,odometer: 220000,title status: clean,transmission: automatic,date time: 2022-12-06 00;00,city:richmond,lat:37.669100,long:-77.329400,,,,,,,
price: 950,year make model: 2007 ford taurus se,fuel: gas,odometer: 170000,title status: clean,transmission: automatic,date time: 2022-12-05 20;12,city:richmond,lat:37.437300,long:-77.478800,,,,,,,
price: 4500,year make model: 2014 Ford Focus,condition: good,cylinders: 4 cylinders,fuel: gas,odometer: 105920,paint color: black,title status: clean,transmission: automatic,type: sedan,date time: 2022-12-05 19;27,city:richmond,lat:37.518500,long:-77.148600,,,
price: 8800,year make model: 1962 pontiac tempest,condition: good,cylinders: 4 cylinders,drive: rwd,fuel: gas,odometer: 22000,paint color: yellow,size: mid-size,title status: clean,transmission: automatic,type: convertible,date time: 2022-12-05 19;04,city:richmond,lat:37.091600,long:-77.985100,
price: 3000,year make model: 2006 toyota sienna,condition: good,cylinders: 6 cylinders,drive: fwd,fuel: gas,odometer: 2427642,size: full-size,title status: clean,transmission: automatic,type: van,date time: 2022-12-05 17;23,city:richmond,lat:37.517000,long:-77.499000,,
price: 19500,year make model: 2014 mercedes benz c300,condition: good,drive: fwd,fuel: gas,odometer: 126000,paint color: white,title status: clean,transmission: automatic,type: sedan,date time: 2022-12-05 14;30,city:richmond,lat:37.287000,long:-77.614900,,,
price: 12500,year make model: 2008 lincoln town car limousine,condition: good,fuel: gas,odometer: 45000,paint color: black,title status: clean,transmission: automatic,date time: 2022-12-05 14;09,city:richmond,lat:37.287100,long:-77.615000,,,,,
price: 7000,year make model: 2011 nissan murano,condition: good,cylinders: 6 cylinders,drive: 4wd,fuel: gas,odometer: 152220,paint color: silver,size: compact,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-05 13;15,city:richmond,lat:37.465004,long:-77.457218,
price: 3500,year make model: 2003 international school bus,VIN: 4DRBRABNX3A955086,condition: good,fuel: diesel,odometer: 950,title status: clean,transmission: automatic,date time: 2022-12-05 12;59,city:richmond,lat:37.501900,long:-78.258100,,,,,
price: 7995,year make model: 2000 2000 chevy 3500,condition: good,cylinders: 8 cylinders,drive: 4wd,fuel: gas,odometer: 200000,paint color: white,size: full-size,title status: clean,transmission: automatic,date time: 2022-12-05 11;29,city:richmond,lat:37.671800,long:-77.794000,,
price: 8300,year make model: 2006 scion xb,VIN: JTLKT334564092065,condition: excellent,cylinders: 4 cylinders,drive: fwd,fuel: gas,odometer: 78100,paint color: black,size: sub-compact,title status: clean,transmission: manual,type: wagon,date time: 2022-12-05 10;08,city:richmond,lat:37.739500,long:-77.478400
price: 16500,year make model: 2005 ford f250 super duty,condition: good,cylinders: 8 cylinders,drive: 4wd,fuel: diesel,odometer: 137000,paint color: white,size: full-size,title status: clean,transmission: automatic,type: truck,date time: 2022-12-05 09;34,city:richmond,lat:37.822100,long:-77.188500,
price: 7500,year make model: 2009 Nissan 370z,cylinders: 6 cylinders,drive: rwd,fuel: gas,odometer: 242000,title status: clean,transmission: automatic,date time: 2022-12-05 08;42,city:richmond,lat:37.592100,long:-77.495200,,,,,
price: 17500,year make model: 1966 Plymouth Belvedere,condition: excellent,cylinders: 6 cylinders,drive: rwd,fuel: gas,odometer: 24168,paint color: white,size: mid-size,title status: clean,transmission: automatic,type: sedan,date time: 2022-12-05 08;02,city:richmond,lat:36.448200,long:-78.570300,
price: 12250,year make model: 2014 2007 honda pilot exl,condition: excellent,drive: fwd,fuel: gas,odometer: 136834,paint color: grey,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-04 21;06,city:richmond,lat:37.481500,long:-77.641900,,,
price: 4000,year make model: 2007 hyundai entourage,condition: good,cylinders: 6 cylinders,fuel: gas,odometer: 169335,paint color: white,title status: clean,transmission: automatic,type: mini-van,date time: 2022-12-04 18;54,city:richmond,lat:37.558300,long:-77.484500,,,
price: 49200,year make model: 2021 toyota 4Runner,VIN: JTEKU5JR8M5909440,condition: like new,cylinders: 6 cylinders,drive: 4wd,fuel: gas,odometer: 19000,paint color: blue,title status: clean,transmission: automatic,date time: 2022-12-04 17;40,city:richmond,lat:37.598014,long:-77.570686,,
price: 85000,year make model: 2012 dodge challenger srt8,condition: like new,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 17000,paint color: blue,title status: clean,transmission: automatic,type: coupe,date time: 2022-12-04 16;05,city:richmond,lat:35.862200,long:-75.643700,,
price: 4200,year make model: 2010 2010 ford ranger,condition: excellent,cylinders: 4 cylinders,drive: 4wd,fuel: gas,odometer: 236000,paint color: white,title status: clean,transmission: automatic,type: truck,date time: 2022-12-04 13;48,city:richmond,lat:37.500300,long:-77.264000,,
price: 3000,year make model: 2010 bmw 328i,condition: good,cylinders: 6 cylinders,drive: rwd,fuel: gas,odometer: 148000,paint color: blue,size: full-size,title status: clean,transmission: automatic,type: sedan,date time: 2022-12-04 12;27,city:richmond,lat:37.437300,long:-77.478800,
price: 12500,year make model: 2006 ford f250 super duty,condition: excellent,cylinders: 8 cylinders,drive: fwd,fuel: diesel,odometer: 152228,paint color: blue,size: full-size,title status: clean,transmission: automatic,type: truck,date time: 2022-12-04 11;32,city:richmond,lat:35.930173,long:-80.036759,
price: 67000,year make model: 2022 Toyota Tundra,VIN: 5TFMA5EC6NX007435,condition: like new,cylinders: 6 cylinders,drive: 4wd,fuel: gas,odometer: 7600,paint color: blue,size: full-size,title status: lien,transmission: automatic,type: pickup,date time: 2022-12-04 09;13,city:richmond,lat:37.409096,long:-77.738786
price: 10500,year make model: 2010 toyota highlander,condition: good,cylinders: 6 cylinders,drive: 4wd,fuel: gas,odometer: 156000,paint color: grey,size: mid-size,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-03 22;27,city:richmond,lat:37.903800,long:-77.630800,
price: 5300,year make model: 2003 honda accord,condition: excellent,cylinders: 4 cylinders,drive: 4wd,fuel: gas,odometer: 240000,paint color: blue,size: compact,title status: clean,transmission: automatic,type: sedan,date time: 2022-12-03 22;00,city:richmond,lat:37.751600,long:-77.496000,
price: 7500,year make model: 2012 chevrolet equinox lt,condition: good,cylinders: 4 cylinders,fuel: gas,odometer: 114840,title status: clean,transmission: automatic,date time: 2022-12-03 17;37,city:richmond,lat:37.739500,long:-77.478400,,,,,
price: 23000,year make model: 2002 lincoln blackwood,condition: like new,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 136000,paint color: black,size: full-size,title status: clean,transmission: automatic,type: truck,date time: 2022-12-03 17;13,city:richmond,lat:37.302700,long:-78.407600,
price: 4200,year make model: 2001 bmw 740il,condition: good,cylinders: 8 cylinders,fuel: gas,odometer: 142000,paint color: silver,title status: clean,transmission: automatic,date time: 2022-12-03 15;49,city:richmond,lat:37.515800,long:-77.504700,,,,
price: 14500,year make model: 2000 ford f-350,condition: good,cylinders: other,drive: 4wd,fuel: diesel,odometer: 210000,paint color: white,size: full-size,title status: clean,transmission: automatic,type: truck,date time: 2022-12-03 15;35,city:richmond,lat:37.647900,long:-78.138900,
price: 10800,year make model: 1972 vw,condition: good,cylinders: 4 cylinders,drive: rwd,fuel: gas,odometer: 38949,paint color: red,size: sub-compact,title status: clean,transmission: manual,type: coupe,date time: 2022-12-03 15;05,city:richmond,lat:37.547700,long:-77.394800,
price: 14950,year make model: 2005 ford f450 super duty,condition: excellent,cylinders: 8 cylinders,drive: 4wd,fuel: diesel,odometer: 212000,paint color: white,size: full-size,title status: clean,transmission: automatic,type: other,date time: 2022-12-03 14;27,city:richmond,lat:37.523000,long:-77.497000,
price: 2300,year make model: 1998 isuzu rodeo,condition: good,fuel: gas,odometer: 129000,title status: clean,transmission: automatic,date time: 2022-12-03 13;50,city:richmond,lat:38.299500,long:-77.477200,,,,,,
price: 4200,year make model: 2006 volvo xc90,condition: excellent,cylinders: 6 cylinders,fuel: gas,odometer: 170000,title status: clean,transmission: automatic,date time: 2022-12-03 13;12,city:richmond,lat:38.299500,long:-77.477200,,,,,
price: 1650,year make model: 1994 gmc safari cargo,cylinders: 6 cylinders,drive: rwd,fuel: gas,odometer: 102000,paint color: blue,title status: clean,transmission: automatic,type: van,date time: 2022-12-03 13;07,city:richmond,lat:37.714353,long:-77.409840,,,
price: 5000,year make model: 1994 1994 sl600,condition: fair,cylinders: 12 cylinders,drive: rwd,fuel: gas,odometer: 133200,paint color: black,title status: clean,transmission: automatic,type: convertible,date time: 2022-12-03 11;34,city:richmond,lat:37.643438,long:-77.525024,,
price: 8500,year make model: 1994 Pontiac Trans AM,VIN: 2G2FV22P2R2244282,condition: excellent,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 96582,paint color: red,size: compact,title status: clean,transmission: automatic,type: coupe,date time: 2022-12-03 11;31,city:richmond,lat:37.542100,long:-77.918900
price: 5000,year make model: 2001 dodge ram 1500 slt quad cab,condition: good,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 157947,paint color: silver,title status: clean,transmission: automatic,date time: 2022-12-03 11;19,city:richmond,lat:37.342900,long:-77.415600,,,
price: 9950,year make model: 2015 Via Sorento,condition: good,cylinders: 4 cylinders,drive: 4wd,fuel: gas,odometer: 121500,paint color: black,size: mid-size,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-03 08;20,city:richmond,lat:37.342800,long:-77.984100,
price: 8300,year make model: 2009 lincoln mkx awd,condition: excellent,cylinders: 6 cylinders,fuel: gas,odometer: 150000,paint color: black,title status: clean,transmission: automatic,date time: 2022-12-02 21;45,city:richmond,lat:37.431000,long:-77.654500,,,,
price: 4000,year make model: 2004 GMC Envoy,VIN: 1GKDT13S842245820,condition: good,cylinders: 6 cylinders,drive: 4wd,fuel: gas,odometer: 187447,paint color: silver,size: full-size,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-02 18;33,city:richmond,lat:37.478200,long:-77.585400
price: 1800,year make model: 2006 acura mdx,cylinders: 6 cylinders,drive: 4wd,fuel: gas,odometer: 247000,paint color: green,title status: salvage,transmission: automatic,type: SUV,date time: 2022-12-02 17;13,city:richmond,lat:37.401100,long:-77.461500,,,
price: 14900,year make model: 2009 chevrolet express 2500,VIN: 1GCGG25CX91145739,condition: good,cylinders: 8 cylinders,drive: fwd,fuel: gas,odometer: 155778,paint color: white,size: full-size,title status: clean,transmission: automatic,type: van,date time: 2022-12-02 15;16,city:richmond,lat:37.400000,long:-77.475000
price: 8500,year make model: 2008 bmw 3 series 335i,condition: good,cylinders: 6 cylinders,drive: rwd,fuel: gas,odometer: 170000,paint color: black,size: compact,title status: clean,transmission: manual,type: coupe,date time: 2022-12-02 12;44,city:richmond,lat:37.523400,long:-77.329300,
price: 8500,year make model: 2008 bmw 3 series 335i,condition: good,cylinders: 6 cylinders,drive: rwd,fuel: gas,odometer: 170000,paint color: black,size: compact,title status: clean,transmission: manual,type: coupe,date time: 2022-12-02 12;44,city:richmond,lat:37.523400,long:-77.329300,
price: 7000,year make model: 2002 Jaguar XK8,VIN: SAJDA41C42NA23676,condition: excellent,drive: fwd,fuel: gas,odometer: 127000,paint color: black,size: compact,title status: clean,transmission: automatic,type: coupe,date time: 2022-12-02 12;02,city:richmond,lat:37.471806,long:-77.036155,
